Category,Sub-Category,Material Section,material name,material variant name,GWP,units,locations,density
Basic Materials,Other,Other,Paper,Paper/ cellulose,1.57,T,Australia,300
Basic Materials,Other,Other,Paper,Paper/ cellulose,0.449,T,Europe,300
Basic Materials,Other,Other,Paper,Paper/ cellulose,4.9,T,United Kingdom,300
Basic Materials,Brick & Blockwork,Blockwork,Concrete block,Autoclaved Aerated Concrete block (AAC),0.326,T,Europe,640
Basic Materials,Brick & Blockwork,Blockwork,Concrete block,Autoclaved Aerated Concrete block (AAC),0.307,T,United Kingdom,640
Basic Materials,Other,Other,Cardboard,Virgin,2.7,T,Australia,689
Basic Materials,Plastic,Plastic,Plastic Foam,Polyurethane Rigid Foam,0.005,kg,Australia,961
Basic Materials,Plastic,Plastic,Plastic Foam,Polyurethane Flexible Foam,0.006,kg,Australia,961
Basic Materials,Plastic,Plastic,Plastic,Acrylonitrile butadiene styrene (ABS),16,T,Australia,1050
Basic Materials,Plastic,Plastic,Plastic,Acrylonitrile butadiene styrene (ABS),3.13,T,Europe,1050
Basic Materials,Plastic,Plastic,Plastic,Acrylonitrile butadiene styrene (ABS),3.79,T,United Kingdom,1050
Basic Materials,Plastic,Plastic,Plastic,Polycarbonate,14,T,Australia,1220
Basic Materials,Plastic,Plastic,Plastic,Polycarbonate,3.427,T,Europe,1220
Basic Materials,Plastic,Plastic,Plastic,Polycarbonate,7.62,T,United Kingdom,1220
Basic Materials,Plastic,Plastic,Plastic,Polypropylene,7.4,T,Australia,1220
Basic Materials,Plastic,Plastic,Plastic,Polypropylene,2.027,T,Europe,1220
Basic Materials,Plastic,Plastic,Plastic,Polypropylene,4.52,T,United Kingdom,1220
Basic Materials,Plastic,Plastic,Plastic,Polyvinyl Chloride (PVC),11.2,T,Australia,1380
Basic Materials,Plastic,Plastic,Plastic,Polyvinyl Chloride (PVC),5.79,T,Europe,1380
Basic Materials,Plastic,Plastic,Plastic,Poly-ethyleneterephthalate (PET),6.4,T,Australia,1380
Basic Materials,Plastic,Plastic,Plastic,Poly-ethyleneterephthalate (PET),3.52,T,Europe,1380
Basic Materials,Plastic,Plastic,Plastic,Poly-ethyleneterephthalate (PET),2.57,T,United Kingdom,1380
Basic Materials,Plastic,Plastic,Plastic,Polyvinyl Chloride (PVC),3.13,T,United Kingdom,1380
Basic Materials,Cement,Cement Alternatives,Cement Blends,GGBS 50%,0.599,T,Australia,1440
Basic Materials,Cement,Cement Alternatives,Cement Blends,GGBS 50%,0.475,T,United Kingdom,1440
Basic Materials,Cement,Portland Cement (OPC),Cement Blends,Ordinary Portland Cement (OPC/CEM I),1.15,T,Australia,1440
Basic Materials,Cement,Portland Cement (OPC),Cement Blends,Ordinary Portland Cement (OPC/CEM I),0.835,T,Europe,1440
Basic Materials,Cement,Portland Cement (OPC),Cement Blends,Ordinary Portland Cement (OPC/CEM I),0.939,T,United Kingdom,1440
Basic Materials,Cement,Portland Cement (OPC),Cement Blends,Ordinary Portland Cement (OPC/CEM I),1.086,T,United States or  Canada,1440
Basic Materials,Cement,Geopolymer Cement (GPC),Cement Blends,Geopolymer Cement Blend (GPC),0.118,T,Australia,1440
Basic Materials,Cement,Geopolymer Cement (GPC),Cement Blends,Geopolymer Cement Blend (GPC),0.118,T,Europe,1440
Basic Materials,Cement,Geopolymer Cement (GPC),Cement Blends,Geopolymer Cement Blend (GPC),0.118,T,United Kingdom,1440
Basic Materials,Cement,Geopolymer Cement (GPC),Cement Blends,Geopolymer Cement Blend (GPC),0.118,T,United States or  Canada,1440
Basic Materials,Cement,Cement Alternatives,Cement Replacement ,Ground Granulated Blast Furnace Slag (GGBFS/ GGBS),0.088,T,United Kingdom,1440
Basic Materials,Cement,Cement Alternatives,Cement Replacement ,Ground Granulated Blast Furnace Slag (GGBFS/ GGBS),0.152,T,United States or  Canada,1440
Basic Materials,Cement,Cement Alternatives,Cement Replacement ,Ground Granulated Blast Furnace Slag (GGBFS/ GGBS),0.092,T,Australia,1440
Basic Materials,Cement,Cement Alternatives,Cement Replacement ,Reclaimed Fly Ash (FAR),0.013,T,United Kingdom,1440
Basic Materials,Cement,Cement Alternatives,Cement Replacement ,Reclaimed Fly Ash (FAR),0.005,T,Europe,1440
Basic Materials,Cement,Cement Alternatives,Cement Replacement ,Reclaimed Fly Ash (FAR),0.009,T,Australia,1440
Basic Materials,Aggregate,Aggregate,Aggregates,Coarse Aggregate - Reclaimed 100%,0.046,T,United States or  Canada,1600
Basic Materials,Aggregate,Aggregate,Aggregates,Coarse Aggregate - Reclaimed 100%,0.033,T,Europe,1600
Basic Materials,Aggregate,Aggregate,Aggregates,Coarse Aggregate - Reclaimed 100%,0.033,T,United Kingdom,1600
Basic Materials,Aggregate,Aggregate,Aggregates,Coarse Aggregate - Reclaimed 100%,0.043,T,Australia,1600
Basic Materials,Aggregate,Aggregate,Aggregates,Coarse Aggregate - Virgin,0.036,T,Australia,1600
Basic Materials,Aggregate,Aggregate,Aggregates,Coarse Aggregate - Virgin,0.035,T,Europe,1600
Basic Materials,Aggregate,Aggregate,Aggregates,Coarse Aggregate - Virgin,0.035,T,United Kingdom,1600
Basic Materials,Aggregate,Aggregate,Aggregates,Coarse Aggregate - Virgin,0.048,T,United States or  Canada,1600
Basic Materials,Aggregate,Aggregate,Aggregates,Sand - Virgin,0.024,T,Australia,1600
Basic Materials,Aggregate,Aggregate,Aggregates,Sand - Virgin,0.035,T,Europe,1600
Basic Materials,Aggregate,Aggregate,Aggregates,Sand - Virgin,0.035,T,United Kingdom,1600
Basic Materials,Aggregate,Aggregate,Aggregates,Sand - Virgin,0.048,T,United States or  Canada,1600
Basic Materials,Brick & Blockwork,Other,Brick,Calcium Silicate (Sand-Lime),0.401,T,Australia,1920
Basic Materials,Brick & Blockwork,Other,Brick,Calcium Silicate (Sand-Lime),0.15,T,Europe,1920
Basic Materials,Brick & Blockwork,Clay Brick,Brick,Clay Pressed,0.305,T,United States or  Canada,1920
Basic Materials,Brick & Blockwork,Clay Brick,Brick,Clay Extruded,0.32,T,Australia,1920
Basic Materials,Brick & Blockwork,Clay Brick,Brick,Clay Extruded,0.277,T,Europe,1920
Basic Materials,Brick & Blockwork,Clay Brick,Brick,Clay Extruded,0.24,T,United Kingdom,1920
Basic Materials,Brick & Blockwork,Clay Brick,Brick,Clay Extruded,0.305,T,United States or  Canada,1920
Basic Materials,Brick & Blockwork,Clay Brick,Brick,Clay Pressed,0.32,T,Australia,1920
Basic Materials,Brick & Blockwork,Clay Brick,Brick,Clay Pressed,0.277,T,Europe,1920
Basic Materials,Brick & Blockwork,Clay Brick,Brick,Clay Pressed,0.24,T,United Kingdom,1920
Basic Materials,Brick & Blockwork,Blockwork,Concrete block,"Hollow, block only",0.24,T,Australia,1950
Basic Materials,Brick & Blockwork,Blockwork,Concrete block,Autoclaved Aerated Concrete block (AAC),0.71,T,Australia,1950
Basic Materials,Brick & Blockwork,Blockwork,Concrete block,"Hollow, block only",0.209,T,United States or  Canada,1950
Basic Materials,Brick & Blockwork,Blockwork,Concrete block,"Hollow, block only",0.114,T,Europe,1950
Basic Materials,Brick & Blockwork,Blockwork,Concrete block,"Hollow, block only",0.12,T,United Kingdom,1950
Basic Materials,Cement,Portland Cement (OPC),Cement Mortar,OPC (5:1 sand cement ratio),0.35,T,Australia,2100
Basic Materials,Cement,Portland Cement (OPC),Cement Mortar,OPC (5:1 sand cement ratio),0.265,T,Europe,2100
Basic Materials,Cement,Portland Cement (OPC),Cement Mortar,OPC (5:1 sand cement ratio),0.294,T,United Kingdom,2100
Basic Materials,Cement,Portland Cement (OPC),Cement Mortar,OPC (5:1 sand cement ratio),0.344,T,United States or  Canada,2100
Basic Materials,Glass,Glass,Glass sheet,Laminated,0.003,kg,Australia,2500
Basic Materials,Glass,Glass,Glass sheet,Laminated,0.002,kg,Europe,2500
Basic Materials,Glass,Glass,Glass sheet,Laminated,0.002,kg,United Kingdom,2500
Basic Materials,Glass,Glass,Glass sheet,Toughened,0.002,kg,Australia,2500
Basic Materials,Glass,Glass,Glass sheet,Toughened,0.0017,kg,United Kingdom,2500
Basic Materials,Glass,Glass,Glass sheet,Toughened,0.0023,kg,United States or  Canada,2500
Basic Materials,Metals,Aluminium,Aluminium,"Per tonne, 100% recycled",1.5,T,Australia,2750
Basic Materials,Metals,Aluminium,Aluminium,"Per tonne, 100% recycled",0.7,T,Europe,2750
Basic Materials,Metals,Aluminium,Aluminium,"Per tonne, 100% recycled",0.8,T,United Kingdom,2750
Basic Materials,Metals,Aluminium,Aluminium,"Per tonne, 100% recycled",0.5,T,United States or  Canada,2750
Basic Materials,Metals,Aluminium,Aluminium,"Per tonne, virgin",15,T,Australia,2750
Basic Materials,Metals,Aluminium,Aluminium,"Per tonne, virgin",7,T,Europe,2750
Basic Materials,Metals,Aluminium,Aluminium,"Per tonne, virgin",8,T,United Kingdom,2750
Basic Materials,Metals,Aluminium,Aluminium,"Per tonne, virgin",5,T,United States or  Canada,2750
Basic Materials,Metals,Steel,Bar Reinforcement,Standard,2.9,T,Australia,7850
Basic Materials,Metals,Steel,Bar Reinforcement,Standard,1.168,T,Europe,7850
Basic Materials,Metals,Steel,Bar Reinforcement,Standard,2.34,T,United Kingdom,7850
Basic Materials,Metals,Steel,Bar Reinforcement,Standard,2.293,T,United States or  Canada,7850
Basic Materials,Metals,Steel,Bar Reinforcement,Carbon Neutral Bar Reinforcement,0,T,United States or  Canada,7850
Basic Materials,Metals,Steel,Bar Reinforcement,"Fabricated Reinforcement, CLF 2021 (A1-A3)",0.98,T,United States or  Canada,7850
Basic Materials,Metals,Steel,Bar Reinforcement,Carbon Neutral Bar Reinforcement,0,T,Australia,7850
Basic Materials,Metals,Steel,Bar Reinforcement,Over 65% Recycled Content,1.733,T,Australia,7850
Basic Materials,Metals,Steel,Bar Reinforcement,Over 65% Recycled Content,0.699,T,Europe,7850
Basic Materials,Metals,Steel,Bar Reinforcement,Over 65% Recycled Content,1.399,T,United Kingdom,7850
Basic Materials,Metals,Steel,Bar Reinforcement,Over 65% Recycled Content,1.371,T,United States or  Canada,7850
Basic Materials,Metals,Steel,Bar Reinforcement,Up to 65% Recycled Content,2.34,T,Australia,7850
Basic Materials,Metals,Steel,Bar Reinforcement,Up to 65% Recycled Content,0.943,T,Europe,7850
Basic Materials,Metals,Steel,Bar Reinforcement,Up to 65% Recycled Content,1.889,T,United Kingdom,7850
Basic Materials,Metals,Steel,Bar Reinforcement,Up to 65% Recycled Content,1.85,T,United States or  Canada,7850
Basic Materials,Metals,Steel,Bar Reinforcement,Carbon Neutral Bar Reinforcement,0,T,Europe,7850
Basic Materials,Metals,Steel,Bar Reinforcement,Carbon Neutral Bar Reinforcement,0,T,United Kingdom,7850
Basic Materials,Metals,Steel,Galvanised Steel,"Per tonne, 100% recycled",1.65,T,Australia,7850
Basic Materials,Metals,Steel,Galvanised Steel,"Per tonne, 100% recycled",1.3,T,Europe,7850
Basic Materials,Metals,Steel,Galvanised Steel,"Per tonne, 100% recycled",1.74,T,United Kingdom,7850
Basic Materials,Metals,Steel,Galvanised Steel,"Per tonne, 100% recycled",0.85,T,United States or  Canada,7850
Basic Materials,Metals,Steel,Galvanised Steel,"Per tonne, virgin",3.3,T,Australia,7850
Basic Materials,Metals,Steel,Galvanised Steel,"Per tonne, virgin",2.59,T,Europe,7850
Basic Materials,Metals,Steel,Galvanised Steel,"Per tonne, virgin",3.485,T,United Kingdom,7850
Basic Materials,Metals,Steel,Galvanised Steel,"Per tonne, virgin",1.702,T,United States or  Canada,7850
Basic Materials,Metals,Steel,Mesh Reinforcement,Per Tonne,3.042,T,Australia,7850
Basic Materials,Metals,Steel,Mesh Reinforcement,Per Tonne,1.226,T,Europe,7850
Basic Materials,Metals,Steel,Mesh Reinforcement,Per Tonne,2.457,T,United Kingdom,7850
Basic Materials,Metals,Steel,Mesh Reinforcement,Per Tonne,2.408,T,United States or  Canada,7850
Basic Materials,Metals,Steel,Mild Steel,"Per tonne, 100% recycled",1.5,T,Australia,7850
Basic Materials,Metals,Steel,Mild Steel,"Per tonne, 100% recycled",0.5,T,Europe,7850
Basic Materials,Metals,Steel,Mild Steel,"Per tonne, 100% recycled",1,T,United Kingdom,7850
Basic Materials,Metals,Steel,Mild Steel,"Per tonne, 100% recycled",0.5,T,United States or  Canada,7850
Basic Materials,Metals,Steel,Mild Steel,"Per tonne, virgin",3,T,Australia,7850
Basic Materials,Metals,Steel,Mild Steel,"Per tonne, virgin",1,T,Europe,7850
Basic Materials,Metals,Steel,Mild Steel,"Per tonne, virgin",2,T,United Kingdom,7850
Basic Materials,Metals,Steel,Mild Steel,"Per tonne, virgin",1,T,United States or  Canada,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,"Cold Formed Studs and Track, CLF 2021 (A1-A3)",2.28,T,United States or  Canada,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,Generic,1.814,T,United Kingdom,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,Generic,1.357,T,United States or  Canada,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,Up to 20% recycled content,2.61,T,Australia,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,Carbon Neutral,0,T,Australia,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,Up to 20% recycled content,0.966,T,Europe,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,Up to 20% recycled content,1.63,T,United Kingdom,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,Up to 20% recycled content,1.22,T,United States or  Canada,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,Carbon Neutral,0,T,Europe,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,Galvanised Steel,3.3,T,Australia,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,Galvanised Steel,2.59,T,Europe,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,Structural Hollow Sections,1.659,T,United Kingdom,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,Structural Hollow Sections,2.557,T,United States or  Canada,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,Carbon Neutral,0,T,United Kingdom,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,Carbon Neutral,0,T,United States or  Canada,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,Structural Hollow Sections,4.6,T,Australia,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,Structural Hollow Sections,2.675,T,Europe,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,Generic,2.9,T,Australia,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,Generic,1.073,T,Europe,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,Galvanised Steel,3.485,T,United Kingdom,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,Galvanised Steel,1.702,T,United States or  Canada,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,Galvanised Steel With up to 20% recycled content,2.97,T,Australia,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,Galvanised Steel With up to 20% recycled content,2.331,T,Europe,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,Galvanised Steel With up to 20% recycled content,3.136,T,United Kingdom,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,Galvanised Steel With up to 20% recycled content,1.531,T,United States or  Canada,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,"Structural Hollow Sections, CLF 2021 (A1-A3)",2.39,T,United States or  Canada,7850
Basic Materials,Metals,Steel,Primary/Universal Steel Sections,"Structural Hot-Rolled Sections, CLF 2021 (A1-A3)",1.16,T,United States or  Canada,7850
Basic Materials,Metals,Steel,Stainless Steel,"Per tonne, virgin",9,T,Australia,7850
Basic Materials,Metals,Steel,Stainless Steel,"Per tonne, virgin",5,T,Europe,7850
Basic Materials,Metals,Steel,Stainless Steel,"Per tonne, virgin",6,T,United Kingdom,7850
Basic Materials,Metals,Steel,Stainless Steel,"Per tonne, 100% recycled",4.5,T,Australia,7850
Basic Materials,Metals,Steel,Stainless Steel,"Per tonne, virgin",5,T,United States or  Canada,7850
Basic Materials,Metals,Steel,Stainless Steel,"Per tonne, 100% recycled",2.5,T,Europe,7850
Basic Materials,Metals,Steel,Stainless Steel,"Per tonne, 100% recycled",3,T,United Kingdom,7850
Basic Materials,Metals,Steel,Stainless Steel,"Per tonne, 100% recycled",2.5,T,United States or  Canada,7850
Basic Materials,Metals,Steel,Steel Extruded Hollow Sections,"Per tonne, 100% recycled",2.3,T,Australia,7850
Basic Materials,Metals,Steel,Steel Extruded Hollow Sections,"Per tonne, virgin",4.6,T,Australia,7850
Basic Materials,Concrete,Concrete,10 Mpa Concrete,"Ready Mix Concrete, CLF 2021 (A1-A3)",0.266,m3,United States or  Canada,0
Basic Materials,Concrete,Concrete,10 Mpa Concrete,Typical OPC,0.165,m3,Australia,0
Basic Materials,Concrete,Concrete,20 Mpa Concrete,Boral Envirocrete 30% EPD,0.237,m3,Australia,0
Basic Materials,Concrete,Concrete,20 Mpa Concrete,Boral Envirocrete 40% EPD,0.219,m3,Australia,0
Basic Materials,Concrete,Concrete,20 Mpa Concrete,Boral Envirocrete Plus EPD,0.214,m3,Australia,0
Basic Materials,Concrete,Concrete,20 Mpa Concrete,Boral ENVISIA EPD,0.204,m3,Australia,0
Basic Materials,Concrete,Concrete,20 Mpa Concrete,Boral Normal GP/GGBFS blend EPD,0.22,m3,Australia,0
Basic Materials,Concrete,Concrete,20 Mpa Concrete,Boral Normal GP/GGBFS/FA blend EPD,0.187,m3,Australia,0
Basic Materials,Concrete,Concrete,20 Mpa Concrete,Holcim ECOPact EPD,0.168,m3,Australia,0
Basic Materials,Concrete,Concrete,20 Mpa Concrete,Holcim ECOPact Zero EPD,0.028,m3,Australia,0
Basic Materials,Concrete,Concrete,20 Mpa Concrete,Holcim FlyAsh Blend EPD,0.248,m3,Australia,0
Basic Materials,Concrete,Concrete,20 Mpa Concrete,Holcim Slag Blend EPD,0.199,m3,Australia,0
Basic Materials,Concrete,Concrete,20 Mpa Concrete,Holcim Triple Blend EPD,0.18,m3,Australia,0
Basic Materials,Concrete,Concrete,20 Mpa Concrete,"Ready Mix Concrete, CLF 2021 (A1-A3)",0.291,m3,United States or  Canada,0
Basic Materials,Concrete,Concrete,20 Mpa Concrete,Boral Normal GP Blend EPD,0.299,m3,Australia,0
Basic Materials,Concrete,Concrete,20 Mpa Concrete,Boral Normal GP/FA blend EPD,0.237,m3,Australia,0
Basic Materials,Concrete,Concrete,20 Mpa Concrete,Holcim General Blend EPD,0.301,m3,Australia,0
Basic Materials,Concrete,Concrete,25 Mpa Concrete,100% Geopolymer,0.094,m3,Australia,0
Basic Materials,Concrete,Concrete,25 Mpa Concrete,100% Geopolymer,0.102,m3,Europe,0
Basic Materials,Concrete,Concrete,25 Mpa Concrete,100% Geopolymer,0.102,m3,United Kingdom,0
Basic Materials,Concrete,Concrete,25 Mpa Concrete,100% Geopolymer,0.125,m3,United States or  Canada,0
Basic Materials,Concrete,Concrete,25 Mpa Concrete,Generic OPC,0.406,m3,Australia,0
Basic Materials,Concrete,Concrete,25 Mpa Concrete,Generic OPC,0.319,m3,Europe,0
Basic Materials,Concrete,Concrete,25 Mpa Concrete,Generic OPC,0.35,m3,United Kingdom,0
Basic Materials,Concrete,Concrete,25 Mpa Concrete,Generic OPC,0.417,m3,United States or  Canada,0
Basic Materials,Concrete,Concrete,25 Mpa Concrete,Holcim ECOPact EPD,0.181,m3,Australia,0
Basic Materials,Concrete,Concrete,25 Mpa Concrete,Holcim ECOPact Zero EPD,0.028,m3,Australia,0
Basic Materials,Concrete,Concrete,25 Mpa Concrete,Holcim Triple Blend EPD,0.182,m3,Australia,0
Basic Materials,Concrete,Concrete,25 Mpa Concrete,"Ready Mix Concrete, CLF 2021 (A1-A3)",0.343,m3,United States or  Canada,0
Basic Materials,Concrete,Concrete,25 Mpa Concrete,Boral ENVISIA EPD,0.212,m3,Australia,0
Basic Materials,Concrete,Concrete,25 Mpa Concrete,Boral Envriocrete 30% EPD,0.258,m3,Australia,0
Basic Materials,Concrete,Concrete,25 Mpa Concrete,Boral Envriocrete 40% EPD,0.237,m3,Australia,0
Basic Materials,Concrete,Concrete,25 Mpa Concrete,Boral Envriocrete Plus EPD,0.23,m3,Australia,0
Basic Materials,Concrete,Concrete,25 Mpa Concrete,Boral Normal GP Blend EPD,0.316,m3,Australia,0
Basic Materials,Concrete,Concrete,25 Mpa Concrete,Boral Normal GP/FA Blend EPD,0.258,m3,Australia,0
Basic Materials,Concrete,Concrete,25 Mpa Concrete,Boral Normal GP/GGBFS Blend EPD,0.232,m3,Australia,0
Basic Materials,Concrete,Concrete,25 Mpa Concrete,Boral Normal GP/GGBFS/FA Blend EPD,0.203,m3,Australia,0
Basic Materials,Concrete,Concrete,25 Mpa Concrete,Holcim FlyAsh Blend EPD,0.269,m3,Australia,0
Basic Materials,Concrete,Concrete,25 Mpa Concrete,Holcim General Blend EPD,0.325,m3,Australia,0
Basic Materials,Concrete,Concrete,25 Mpa Concrete,Holcim Slag Blend EPD,0.213,m3,Australia,0
